订单号,交易流水号,刷卡时间,交易金额(元),线路号,车辆编号,票价(元)
U17900751201802261744088144,174409176918,2018/2/26 17:44:08,2.00,10,1411,2.00
U17A00447201802261744084426,174409177305,2018/2/26 17:44:08,2.00,39,1448,2.00
U17A00487201802261744080574,174409179066,2018/2/26 17:44:08,2.00,39,1452,2.00
U17B00248201802261744106588,174409174965,2018/2/26 17:44:10,2.00,40,1631,2.00
U17B00617201802261744083314,174410178109,2018/2/26 17:44:08,2.00,38,2087,2.00
U17B00668201802261744080080,174410178276,2018/2/26 17:44:08,0.50,17,1155,1.00
U17A00447201802261744100114,174411175191,2018/2/26 17:44:10,2.00,39,1448,2.00
U17900050201802261744115092,174412178664,2018/2/26 17:44:11,2.00,6,1471,2.00
U17900751201802261744103444,174411175363,2018/2/26 17:44:10,2.00,10,1411,2.00
U17601707201802261744123840,174412180407,2018/2/26 17:44:12,2.00,59,2092,2.00
U17900684201802261744148704,174414177705,2018/2/26 17:44:14,2.00,10,1416,2.00
U17A00445201802261744102806,174413176922,2018/2/26 17:44:10,2.00,1,2076,2.00
U17A00447201802261744127238,174413176741,2018/2/26 17:44:12,2.00,39,1448,2.00
U17A00487201802261744113262,174412177307,2018/2/26 17:44:11,2.00,39,1452,2.00
U17C01425201802261744127850,174413179635,2018/2/26 17:44:12,2.00,33,3107,2.00
U17900123201802261744154092,174415175193,2018/2/26 17:44:15,2.00,10,1412,2.00
U17900751201802261744148978,174414179071,2018/2/26 17:44:14,2.00,10,1411,2.00
U17000002201802261744164106,174415174967,2018/2/26 17:44:16,1.00,35,791,1.00
U17B00825201802261744138354,174415178278,2018/2/26 17:44:13,1.00,12,1108,1.00
U17A00313201802261744150771,174416177908,2018/2/26 17:44:15,2.00,6,1474,2.00
U17B00472201802261744160084,174416180013,2018/2/26 17:44:16,2.00,27,2062,2.00
U17B00735201802261744159272,174416178475,2018/2/26 17:44:15,1.00,17,1149,1.00
U17C01425201802261744155820,174416177092,2018/2/26 17:44:15,2.00,33,3107,2.00
U17B00617201802261744158378,174417175366,2018/2/26 17:44:15,2.00,38,2087,2.00
U17B00775201802261744161930,174418177909,2018/2/26 17:44:16,2.00,13,2014,2.00
U17601018201802261744193279,174419175934,2018/2/26 17:44:19,1.00,7,1349,1.00
U17A00447201802261744196650,174419176925,2018/2/26 17:44:19,2.00,39,1448,2.00
U17A00407201802261744207512,174419179416,2018/2/26 17:44:20,2.00,36,1459,2.00
U17B00429201802261744205654,174420179417,2018/2/26 17:44:20,2.00,4,1625,2.00
U17B00804201802261744202800,174420180216,2018/2/26 17:44:20,1.00,3,770,1.00
U17B00817201802261744193814,174420175564,2018/2/26 17:44:19,2.00,20,2100,2.00
U17B00223201802261744183858,174420174793,2018/2/26 17:44:18,2.00,27,844,2.00
U17B00553201802261744226034,174421177710,2018/2/26 17:44:22,1.00,43,1916,1.00
U17500950201802261744212728,174422174795,2018/2/26 17:44:21,2.00,38,2068,2.00
U17900123201802261744214838,174421175935,2018/2/26 17:44:21,2.00,10,1412,2.00
U17900684201802261744225568,174422175936,2018/2/26 17:44:22,2.00,10,1416,2.00
U17A00447201802261744216351,174421179640,2018/2/26 17:44:21,2.00,39,1448,2.00
U17B00698201802261744232050,174423175565,2018/2/26 17:44:23,2.00,74,1608,2.00
U17B00588201802261744230050,174423179419,2018/2/26 17:44:23,1.00,807,2417,2.00
U17B00698201802261744246154,174423177711,2018/2/26 17:44:24,2.00,74,1608,2.00
U17900123201802261744241932,174424178843,2018/2/26 17:44:24,2.00,10,1412,2.00
U17900292201802261744239322,174425180607,2018/2/26 17:44:23,2.00,10,1426,2.00
U17B00223201802261744220724,174424175368,2018/2/26 17:44:22,2.00,27,844,2.00
U17B00286201802261744223220,174424179816,2018/2/26 17:44:22,2.00,44,2109,2.00
U17B00588201802261744258404,174425175566,2018/2/26 17:44:25,2.00,807,2417,2.00
U17B00775201802261744222024,174424180217,2018/2/26 17:44:22,2.00,13,2014,2.00
U17B00817201802261744240270,174425179420,2018/2/26 17:44:24,2.00,20,2100,2.00
U17B00864201802261744239098,174425176146,2018/2/26 17:44:23,2.00,16,2428,2.00
U17900195201802261744262076,174427177094,2018/2/26 17:44:26,2.00,39,1450,2.00
U17B00088201802261744246540,174425176325,2018/2/26 17:44:24,1.00,74,1499,1.00
U17B00750201802261744257606,174426179077,2018/2/26 17:44:25,2.00,20,2099,2.00
U17B00804201802261744258458,174426176148,2018/2/26 17:44:25,1.00,3,770,1.00
U17A00407201802261744277350,174426180805,2018/2/26 17:44:27,2.00,36,1459,2.00
U17A00487201802261744257969,174426175754,2018/2/26 17:44:25,2.00,39,1452,2.00
U17B00059201802261744259712,174427175198,2018/2/26 17:44:25,1.00,46,1302,1.00
U17B00668201802261744259648,174427179226,2018/2/26 17:44:25,1.00,17,1155,1.00
U17B00775201802261744261582,174428175370,2018/2/26 17:44:26,2.00,13,2014,2.00
U17603020201802261744299590,174428177713,2018/2/26 17:44:29,1.00,35,784,1.00
U17B00275201802261744279796,174428180608,2018/2/26 17:44:27,2.00,807,2432,2.00
U17B00471201802261744272936,174428179426,2018/2/26 17:44:27,2.00,801,2148,2.00
U17B00817201802261744277866,174428178670,2018/2/26 17:44:27,2.00,20,2100,2.00
U17B00864201802261744268764,174428178671,2018/2/26 17:44:26,2.00,16,2428,2.00
U17B00617201802261744278812,174429177314,2018/2/26 17:44:27,2.00,38,2087,2.00
U17B00804201802261744297924,174430175568,2018/2/26 17:44:29,1.00,3,770,1.00
U17B00850201802261744289676,174429178846,2018/2/26 17:44:28,2.00,66,2404,2.00
U17C01425201802261744298752,174429180018,2018/2/26 17:44:29,2.00,33,3107,2.00
U17900292201802261744295628,174430176930,2018/2/26 17:44:29,2.00,10,1426,2.00
U17B00223201802261744284478,174430176745,2018/2/26 17:44:28,2.00,27,844,2.00
U17B00677201802261744306534,174431180414,2018/2/26 17:44:30,1.00,12,1249,1.00
U17900195201802261744319182,174431177316,2018/2/26 17:44:31,2.00,39,1450,2.00
U17B00668201802261744296758,174431175373,2018/2/26 17:44:29,1.00,17,1155,1.00
U17B00698201802261744311678,174431179078,2018/2/26 17:44:31,2.00,74,1608,2.00
U17B00736201802261744327620,174432178675,2018/2/26 17:44:32,2.00,801,2151,2.00
U17B00094201802261744300082,174432181000,2018/2/26 17:44:30,0.01,7,1359,1.00
U17B00543201802261744315192,174433180019,2018/2/26 17:44:31,1.00,75,1334,1.00
U17C01425201802261744315938,174432174971,2018/2/26 17:44:31,2.00,33,3107,2.00
U17B00479201802261744322322,174434176931,2018/2/26 17:44:32,2.00,8,2055,2.00
U17B00668201802261744327454,174433177523,2018/2/26 17:44:32,1.00,17,1155,1.00
U17B00817201802261744338102,174434180612,2018/2/26 17:44:33,2.00,20,2100,2.00
U17B00850201802261744338312,174434177319,2018/2/26 17:44:33,2.00,66,2404,2.00
U17900730201802261744324309,174434176555,2018/2/26 17:44:32,2.00,6,1469,2.00
U17B00223201802261744347962,174435175570,2018/2/26 17:44:34,2.00,27,844,2.00
U17B00736201802261744340224,174434178285,2018/2/26 17:44:34,2.00,801,2151,2.00
U17B00282201802261744364526,174437180808,2018/2/26 17:44:36,2.00,807,2434,2.00
U17900195201802261744383454,174438176935,2018/2/26 17:44:38,2.00,39,1450,2.00
U17900292201802261744363216,174437179819,2018/2/26 17:44:36,2.00,10,1426,2.00
U17B00267201802261744363790,174438176934,2018/2/26 17:44:36,2.00,58,1628,2.00
U17B00736201802261744387316,174437175571,2018/2/26 17:44:38,2.00,801,2151,2.00
U17900716201802261744394676,174439180415,2018/2/26 17:44:39,1.00,35,782,1.00
U17900730201802261744386100,174439175375,2018/2/26 17:44:38,2.00,6,1469,2.00
U17B00278201802261744402140,174441181002,2018/2/26 17:44:40,1.00,46,1305,1.00
U17B00599201802261744360066,174439178286,2018/2/26 17:44:36,2.00,27,846,2.00
U17B00668201802261744389724,174439179821,2018/2/26 17:44:38,1.00,17,1155,1.00
U17C01425201802261744398956,174440176747,2018/2/26 17:44:39,2.00,33,3107,2.00
U17900684201802261744416146,174442178848,2018/2/26 17:44:41,2.00,10,1416,2.00
U17A00470201802261744419394,174441180021,2018/2/26 17:44:41,2.00,39,1455,2.00
U17A01235201802261744418750,174441178119,2018/2/26 17:44:41,1.00,37,2301,1.00
U17B00155201802261744438821,174441176748,2018/2/26 17:44:43,2.00,79,2042,2.00
U17B00431201802261744412050,174441175943,2018/2/26 17:44:41,2.00,40,1636,2.00
U17C01094201802261744430046,174441177100,2018/2/26 17:44:43,1.00,19,3095,2.00
U17900195201802261744417106,174442179429,2018/2/26 17:44:41,2.00,39,1450,2.00
U17B00693201802261744410710,174442175757,2018/2/26 17:44:41,2.00,100,1803,2.00
U17601018201802261744442704,174443175945,2018/2/26 17:44:44,1.00,7,1349,1.00
U17601180201802261744443366,174443177915,2018/2/26 17:44:44,1.00,35,789,1.00
U17700264201802261744439283,174442175944,2018/2/26 17:44:43,2.00,60,836,2.00
U17B00543201802261744424156,174443180221,2018/2/26 17:44:42,1.00,75,1334,1.00
U17B00599201802261744400067,174442176936,2018/2/26 17:44:40,2.00,27,846,2.00
U17B00797201802261744440067,174444175758,2018/2/26 17:44:44,0.50,76,983,1.00
U17B00864201802261744415228,174443178485,2018/2/26 17:44:41,2.00,16,2428,2.00
U17B00580201802261744436774,174445175378,2018/2/26 17:44:43,2.00,4,1612,2.00
U17B00751201802261744433956,174444179079,2018/2/26 17:44:43,1.00,80,685,1.00
U17B00877201802261744443058,174444180022,2018/2/26 17:44:44,1.00,3,760,1.00
U17B00493201802261744435728,174445180810,2018/2/26 17:44:43,2.00,27,2060,2.00
U17B00736201802261744461846,174446174973,2018/2/26 17:44:46,2.00,801,2151,2.00
U17C01094201802261744468167,174444175573,2018/2/26 17:44:46,2.00,19,3095,2.00
U17900716201802261744471132,174447179432,2018/2/26 17:44:47,1.00,35,782,1.00
U17B00264201802261744432586,174446178486,2018/2/26 17:44:43,2.00,20,2098,2.00
U17B00599201802261744445870,174446176559,2018/2/26 17:44:44,2.00,27,846,2.00
U17B00817201802261744457024,174445177101,2018/2/26 17:44:45,2.00,20,2100,2.00
U17900195201802261744476858,174448181003,2018/2/26 17:44:47,2.00,39,1450,2.00
U17900739201802261744471718,174447178850,2018/2/26 17:44:47,2.00,6,1477,2.00
U17A00407201802261744483714,174447178851,2018/2/26 17:44:48,2.00,36,1459,2.00
U17900730201802261744476394,174448176335,2018/2/26 17:44:47,2.00,6,1469,2.00
U17B00693201802261744474138,174448177917,2018/2/26 17:44:47,2.00,100,1803,2.00
U17B00822201802261744480494,174448176750,2018/2/26 17:44:48,1.00,12,1111,1.00
U17900686201802261744497240,174449177324,2018/2/26 17:44:49,2.00,2,2002,2.00
U17B00877201802261744490065,174449177103,2018/2/26 17:44:49,0.50,3,760,1.00
U17C01094201802261744500572,174449179231,2018/2/26 17:44:50,2.00,19,3095,2.00
U17B00546201802261744495764,174450179650,2018/2/26 17:44:49,1.00,48,1379,1.00
U17B00693201802261744499678,174451176151,2018/2/26 17:44:49,2.00,100,1803,2.00
U17A00470201802261744519476,174451178853,2018/2/26 17:44:51,2.00,39,1455,2.00
U17B00094201802261744500083,174452179081,2018/2/26 17:44:50,0.50,7,1359,1.00
U17B00754201802261744497314,174450180023,2018/2/26 17:44:49,1.00,6,1493,1.00
U17B00850201802261744504762,174451176152,2018/2/26 17:44:50,2.00,66,2404,2.00
U17B00273201802261744527946,174452178855,2018/2/26 17:44:52,2.00,805,2142,2.00
U17B00498201802261744520010,174453177104,2018/2/26 17:44:52,0.50,58,1487,1.00
U17900084201802261744526256,174452180224,2018/2/26 17:44:52,2.00,36,1460,2.00
U17B00693201802261744523784,174454176153,2018/2/26 17:44:52,2.00,100,1803,2.00
U17B00754201802261744523642,174453174976,2018/2/26 17:44:52,1.00,6,1493,1.00
U17601180201802261744556678,174454181006,2018/2/26 17:44:55,1.00,35,789,1.00
U17A00470201802261744548030,174454176560,2018/2/26 17:44:54,2.00,39,1455,2.00
U17B00850201802261744538112,174454180417,2018/2/26 17:44:53,2.00,66,2404,2.00
U17A01235201802261744548256,174455177919,2018/2/26 17:44:54,1.00,37,2301,1.00
U17B00094201802261744530084,174455176561,2018/2/26 17:44:53,0.50,7,1359,1.00
U17B00434201802261744563730,174455180025,2018/2/26 17:44:56,1.00,13,1364,1.00
U17B00545201802261744536538,174455178856,2018/2/26 17:44:53,2.00,33,3100,2.00
U17B00754201802261744545328,174455178682,2018/2/26 17:44:54,1.00,6,1493,1.00
U17B00822201802261744565742,174456177527,2018/2/26 17:44:56,1.00,12,1111,1.00
U17B00253201802261744569800,174456174978,2018/2/26 17:44:56,1.00,75,1335,1.00
U17B00580201802261744542578,174456180418,2018/2/26 17:44:54,2.00,4,1612,2.00
U17B00730201802261744550541,174456178683,2018/2/26 17:44:55,2.00,13,2015,2.00
U17C01094201802261744582890,174457178684,2018/2/26 17:44:58,2.00,19,3095,2.00
U17B00253201802261744571814,174457177106,2018/2/26 17:44:57,1.00,75,1335,1.00
U17B00546201802261744563749,174457175383,2018/2/26 17:44:56,1.00,48,1379,1.00
U17B00565201802261744550054,174456176562,2018/2/26 17:44:55,0.50,7,1346,1.00
U17B00761201802261744563778,174456179082,2018/2/26 17:44:56,2.00,32,2121,2.00
U17B00858201802261744578296,174457181007,2018/2/26 17:44:57,2.00,74,1601,2.00
U17B00307201802261744587136,174459178290,2018/2/26 17:44:58,2.00,2,2005,2.00
U17B00505201802261744580958,174458176942,2018/2/26 17:44:58,2.00,5,853,2.00
U17500950201802261744586736,174459178858,2018/2/26 17:44:58,2.00,38,2068,2.00
U17900097201802261745007944,174500177107,2018/2/26 17:45:00,2.00,10,1410,2.00
U17900739201802261745006584,174500179824,2018/2/26 17:45:00,2.00,6,1477,2.00
U17A00470201802261745005470,174500179825,2018/2/26 17:45:00,2.00,39,1455,2.00
U17B00155201802261745029304,174501177327,2018/2/26 17:45:02,2.00,79,2042,2.00
U17B00692201802261745010626,174501178685,2018/2/26 17:45:01,1.00,35,753,1.00
U17900195201802261745019080,174501179239,2018/2/26 17:45:01,2.00,39,1450,2.00
U17B00273201802261745000067,174501179238,2018/2/26 17:45:00,2.00,805,2142,2.00
U17B00661201802261744590030,174501177328,2018/2/26 17:44:59,2.00,27,2059,2.00
U17B00850201802261745016848,174502177109,2018/2/26 17:45:01,2.00,66,2404,2.00
U17501022201802261745020038,174502175951,2018/2/26 17:45:02,2.00,60,831,2.00
U17B00730201802261745026824,174503180617,2018/2/26 17:45:02,2.00,13,2015,2.00
U17B00434201802261745034216,174502180226,2018/2/26 17:45:03,1.00,13,1364,1.00
U17B00545201802261745026550,174504177921,2018/2/26 17:45:02,2.00,33,3100,2.00
U17B00824201802261745031216,174504180815,2018/2/26 17:45:03,1.00,70,1904,1.00
U17501022201802261745043042,174503177920,2018/2/26 17:45:04,2.00,60,831,2.00
U17B00498201802261745045040,174505181210,2018/2/26 17:45:04,1.00,58,1487,1.00
U17B00512201802261745058044,174504181009,2018/2/26 17:45:05,2.00,79,2043,2.00
U17B00535201802261745046516,174505175386,2018/2/26 17:45:04,2.00,4,1615,2.00
U17B00563201802261745045312,174505179085,2018/2/26 17:45:04,2.00,32,2114,2.00
U17B00582201802261745037680,174504178489,2018/2/26 17:45:03,2.00,100,1804,2.00
U17B00413201802261745048368,174505176156,2018/2/26 17:45:04,1.00,94,2312,1.00
U17B00730201802261745051960,174506181010,2018/2/26 17:45:05,2.00,13,2015,2.00
U17900716201802261745050705,174505179657,2018/2/26 17:45:05,1.00,35,782,1.00
U17B00307201802261745055410,174506176944,2018/2/26 17:45:05,2.00,2,2005,2.00
U17B00505201802261745074444,174507181011,2018/2/26 17:45:07,2.00,5,853,2.00
U17802089201802261745085298,174508174983,2018/2/26 17:45:08,1.00,35,795,1.00
U17900730201802261745088722,174509180229,2018/2/26 17:45:08,2.00,6,1469,2.00
U17B00413201802261745078528,174508180816,2018/2/26 17:45:07,1.00,94,2312,1.00
U17B00631201802261745070040,174508180228,2018/2/26 17:45:07,2.00,5,2033,2.00
U17900195201802261745070095,174508176753,2018/2/26 17:45:07,1.00,39,1450,2.00
U17B00323201802261745080282,174509176157,2018/2/26 17:45:08,2.00,100,1806,2.00
U17900108201802261745083256,174511180232,2018/2/26 17:45:08,2.00,6,1470,2.00
U17900195201802261745105400,174510181012,2018/2/26 17:45:10,2.00,39,1450,2.00
U17B00307201802261745104680,174510176346,2018/2/26 17:45:10,2.00,2,2005,2.00
U17900102201802261745107614,174511178294,2018/2/26 17:45:10,2.00,10,1424,2.00
U17B00504201802261745120892,174512175766,2018/2/26 17:45:12,2.00,4,1622,2.00
U17C01126201802261745135694,174513180030,2018/2/26 17:45:13,2.00,19,3093,2.00
U17900195201802261745129494,174513178295,2018/2/26 17:45:12,2.00,39,1450,2.00
U17B00025201802261745144564,174515176159,2018/2/26 17:45:14,2.00,805,2141,2.00
U17B00264201802261745131876,174516176945,2018/2/26 17:45:13,2.00,20,2098,2.00
U17500950201802261745140072,174515174985,2018/2/26 17:45:14,2.00,38,2068,2.00
U17B00434201802261745176818,174517175954,2018/2/26 17:45:17,1.00,13,1364,1.00
U17B00693201802261745162228,174518181215,2018/2/26 17:45:16,2.00,100,1803,2.00
U17B00800201802261745184182,174517178296,2018/2/26 17:45:18,1.00,12,1107,1.00
U17B00535201802261745177244,174518175955,2018/2/26 17:45:17,2.00,4,1615,2.00
U17B00582201802261745170736,174518175767,2018/2/26 17:45:17,2.00,100,1804,2.00
U17A00327201802261745191248,174519175956,2018/2/26 17:45:19,2.00,39,1453,2.00
U17B00512201802261745193214,174519175768,2018/2/26 17:45:19,2.00,79,2043,2.00
U17B00864201802261745174460,174519177724,2018/2/26 17:45:17,2.00,16,2428,2.00
U17900157201802261745219450,174521180032,2018/2/26 17:45:21,2.00,10,1629,2.00
U17900296201802261745193490,174521174988,2018/2/26 17:45:19,1.00,36,1484,1.00
U17900638201802261745180709,174519175769,2018/2/26 17:45:18,2.00,39,1444,2.00
U17B00155201802261745223114,174521180619,2018/2/26 17:45:22,2.00,79,2042,2.00
U17B00693201802261745192852,174520174987,2018/2/26 17:45:19,2.00,100,1803,2.00
U17B00504201802261745208726,174521177726,2018/2/26 17:45:20,2.00,4,1622,2.00
U17900716201802261745225780,174522175957,2018/2/26 17:45:22,1.00,35,782,1.00
U17B00362201802261745216298,174523178689,2018/2/26 17:45:21,2.00,77,2018,2.00
U17900097201802261745225012,174522177114,2018/2/26 17:45:22,2.00,10,1410,2.00
U17A00327201802261745236754,174523180034,2018/2/26 17:45:23,2.00,39,1453,2.00
U17B00060201802261745244834,174523181217,2018/2/26 17:45:24,2.00,801,2031,2.00
U17B00693201802261745228742,174523177926,2018/2/26 17:45:22,2.00,100,1803,2.00
U17500950201802261745220073,174524175584,2018/2/26 17:45:22,2.00,38,2068,2.00
U17900472201802261745271522,174524176161,2018/2/26 17:45:27,1.00,35,796,1.00
U17A00176201802261745221206,174523178300,2018/2/26 17:45:22,1.00,3,772,1.00
U17B00512201802261745243438,174524179445,2018/2/26 17:45:24,2.00,79,2043,2.00
U17C01094201802261745267872,174524174990,2018/2/26 17:45:26,2.00,19,3095,2.00
U17900097201802261745256798,174526177532,2018/2/26 17:45:25,2.00,10,1410,2.00
U17500950201802261745250074,174527176165,2018/2/26 17:45:25,1.00,38,2068,2.00
U17601543201802261745261690,174527180820,2018/2/26 17:45:26,1.00,7,1350,1.00
U17700036201802261745243686,174527180236,2018/2/26 17:45:24,2.00,40,1638,2.00
U17B00060201802261745283174,174527177337,2018/2/26 17:45:28,2.00,801,2031,2.00
U17B00353201802261745269168,174527175959,2018/2/26 17:45:26,2.00,27,2064,2.00
U17B00561201802261745250435,174527178135,2018/2/26 17:45:25,2.00,69,2439,2.00
U17B00599201802261745221140,174524181218,2018/2/26 17:45:22,2.00,27,846,2.00
U17B00720201802261745282024,174527175585,2018/2/26 17:45:28,1.00,3,768,1.00
U17A00327201802261745278596,174527179446,2018/2/26 17:45:27,2.00,39,1453,2.00
U17B00241201802261745279257,174528180427,2018/2/26 17:45:27,2.00,59,2091,2.00
U17B00504201802261745283544,174528180237,2018/2/26 17:45:28,2.00,4,1622,2.00
U17B00764201802261745291226,174529175388,2018/2/26 17:45:29,2.00,2,2152,2.00
U17C01094201802261745315088,174529176949,2018/2/26 17:45:31,2.00,19,3095,2.00
U17900519201802261745272939,174528179833,2018/2/26 17:45:27,2.00,6,1476,2.00
U17A00813201802261745299864,174529180429,2018/2/26 17:45:29,2.00,801,2026,2.00
U17B00495201802261745300428,174529179663,2018/2/26 17:45:30,1.00,43,1917,1.00
U17B00690201802261745280081,174529176950,2018/2/26 17:45:28,1.00,4,1627,2.00
U17803056201802261745310031,174530181222,2018/2/26 17:45:31,1.00,59,2081,2.00
U17900278201802261745280336,174530176951,2018/2/26 17:45:28,1.00,6,1491,1.00
U17900411201802261745298379,174530181221,2018/2/26 17:45:29,2.00,10,1406,2.00
U17700036201802261745285760,174531175962,2018/2/26 17:45:28,2.00,40,1638,2.00
U17900157201802261745314488,174531176167,2018/2/26 17:45:31,2.00,10,1629,2.00
U17900739201802261745316874,174531181018,2018/2/26 17:45:31,2.00,6,1477,2.00
U17A01272201802261745298688,174531180821,2018/2/26 17:45:29,1.00,74,1501,1.00
U17B00624201802261745304988,174531179242,2018/2/26 17:45:30,2.00,69,2438,2.00
U17B00720201802261745323185,174531178303,2018/2/26 17:45:32,1.00,3,768,1.00
U17B00754201802261745315136,174532177930,2018/2/26 17:45:31,1.00,6,1493,1.00
U17B00783201802261745296254,174531177728,2018/2/26 17:45:29,1.00,80,2253,1.00
U17900519201802261745300794,174531178136,2018/2/26 17:45:30,2.00,6,1476,2.00
U17A00327201802261745320022,174532175389,2018/2/26 17:45:32,2.00,39,1453,2.00
U17B00098201802261745322040,174532181019,2018/2/26 17:45:32,1.00,51,1375,1.00
U17B00241201802261745316042,174532179088,2018/2/26 17:45:31,2.00,59,2091,2.00
U17B00764201802261745321422,174532176759,2018/2/26 17:45:32,2.00,2,2152,2.00
U17803056201802261745358328,174534175390,2018/2/26 17:45:35,2.00,59,2081,2.00
U17900411201802261745332400,174533179243,2018/2/26 17:45:33,2.00,10,1406,2.00
U17B00840201802261745336678,174533177339,2018/2/26 17:45:33,1.00,3,775,1.00
U17900065201802261745326310,174534175589,2018/2/26 17:45:32,2.00,39,1458,2.00
U17900665201802261745332168,174533179835,2018/2/26 17:45:33,2.00,10,1418,2.00
U17B00693201802261745338992,174534181223,2018/2/26 17:45:33,2.00,100,1803,2.00
U17500960201802261745350089,174534178694,2018/2/26 17:45:35,0.50,35,781,1.00
U17900278201802261745333102,174535177535,2018/2/26 17:45:33,1.00,6,1491,1.00
U17A01272201802261745345730,174535179244,2018/2/26 17:45:34,1.00,74,1501,1.00
U17C01386201802261745336910,174536180238,2018/2/26 17:45:33,2.00,71,3033,2.00
U17A00373201802261745368162,174537177118,2018/2/26 17:45:36,2.00,37,2415,2.00
U17A00813201802261745367307,174536176351,2018/2/26 17:45:36,2.00,801,2026,2.00
U17900638201802261745351584,174536174992,2018/2/26 17:45:35,2.00,39,1444,2.00
U17B00554201802261745377778,174537176352,2018/2/26 17:45:37,2.00,66,2421,2.00
U17B00690201802261745362598,174537181224,2018/2/26 17:45:36,2.00,4,1627,2.00
U17B00693201802261745359042,174537178304,2018/2/26 17:45:35,2.00,100,1803,2.00
U17B00735201802261745364496,174537177730,2018/2/26 17:45:36,1.00,17,1149,1.00
U17B00407201802261745377768,174538178504,2018/2/26 17:45:37,2.00,8,839,2.00
U17B00556201802261745398822,174539177732,2018/2/26 17:45:39,2.00,4,1626,2.00
U17B00624201802261745362084,174537180239,2018/2/26 17:45:36,2.00,69,2438,2.00
U17900157201802261745402138,174539178696,2018/2/26 17:45:40,2.00,10,1629,2.00
U17900640201802261745385110,174539178695,2018/2/26 17:45:38,2.00,10,1417,2.00
U17A00813201802261745390626,174539174993,2018/2/26 17:45:39,2.00,801,2026,2.00
U17A01272201802261745383418,174539175774,2018/2/26 17:45:38,1.00,74,1501,1.00
U17B00353201802261745380420,174540176954,2018/2/26 17:45:38,2.00,27,2064,2.00
U17B00389201802261745387274,174538179448,2018/2/26 17:45:38,1.00,35,788,1.00
U17B00730201802261745396612,174539179245,2018/2/26 17:45:39,2.00,13,2015,2.00
U17C01386201802261745390414,174539174994,2018/2/26 17:45:39,2.00,71,3033,2.00
U17900108201802261745376202,174539180240,2018/2/26 17:45:37,2.00,6,1470,2.00
U17900278201802261745388986,174540178137,2018/2/26 17:45:38,1.00,6,1491,1.00
U17B00561201802261745388247,174539180625,2018/2/26 17:45:38,2.00,69,2439,2.00
U17B00765201802261745398930,174541175776,2018/2/26 17:45:39,1.00,12,1113,1.00
U17B00241201802261745411776,174542179839,2018/2/26 17:45:41,2.00,59,2091,2.00
U17900620201802261745407618,174544180043,2018/2/26 17:45:40,2.00,32,2123,2.00
U17A00813201802261745430069,174543180241,2018/2/26 17:45:43,0.01,801,2026,2.00
U17B00523201802261745433500,174544176573,2018/2/26 17:45:43,1.00,806,330,1.00
U17B00624201802261745421250,174544177934,2018/2/26 17:45:42,2.00,69,2438,2.00
U17B00695201802261745437860,174543175777,2018/2/26 17:45:43,2.00,100,1810,2.00
U17B00864201802261745418680,174543176353,2018/2/26 17:45:41,2.00,16,2428,2.00
U17900307201802261745441656,174544179667,2018/2/26 17:45:44,1.00,3,757,1.00
U17B00088201802261745437134,174544177121,2018/2/26 17:45:43,1.00,74,1499,1.00
U17B00561201802261745423186,174544177341,2018/2/26 17:45:42,2.00,69,2439,2.00
U17B00735201802261745443460,174544177734,2018/2/26 17:45:44,1.00,17,1149,1.00
U17B00774201802261745439564,174544178867,2018/2/26 17:45:43,1.00,57,1128,1.00
U17C01439201802261745443018,174545177538,2018/2/26 17:45:44,2.00,11,3082,2.00
U17A01272201802261745444910,174545179248,2018/2/26 17:45:44,1.00,74,1501,1.00
U17B00107201802261745440067,174545178698,2018/2/26 17:45:44,1.00,44,2127,2.00
U17B00390201802261745437352,174545177735,2018/2/26 17:45:43,1.00,75,1344,1.00
U17B00516201802261745445223,174545175968,2018/2/26 17:45:44,2.00,79,2035,2.00
U17603019201802261745461708,174546175970,2018/2/26 17:45:46,2.00,39,1451,2.00
U17900065201802261745455000,174546179450,2018/2/26 17:45:45,2.00,39,1458,2.00
U17A00813201802261745468494,174546180243,2018/2/26 17:45:46,2.00,801,2026,2.00
U17B00098201802261745478170,174546177343,2018/2/26 17:45:47,1.00,51,1375,1.00
U17B00503201802261745463104,174547178505,2018/2/26 17:45:46,2.00,5,858,2.00
U17B00603201802261745458134,174546178306,2018/2/26 17:45:45,1.00,93,1928,1.00
U17B00695201802261745460044,174546179090,2018/2/26 17:45:46,1.00,100,1810,2.00
U17900411201802261745470702,174547178307,2018/2/26 17:45:47,2.00,10,1406,2.00
U17B00523201802261745468184,174547179668,2018/2/26 17:45:46,1.00,806,330,1.00
U17B00690201802261745461132,174547178700,2018/2/26 17:45:46,2.00,4,1627,2.00
U17B00730201802261745462902,174546180044,2018/2/26 17:45:46,2.00,13,2015,2.00
U17B00778201802261745472140,174548179091,2018/2/26 17:45:47,1.00,80,682,1.00
U17500960201802261745488620,174547174998,2018/2/26 17:45:48,1.00,35,781,1.00
U17501037201802261745515108,174548178868,2018/2/26 17:45:51,2.00,59,2080,2.00
U17603019201802261745499334,174548175392,2018/2/26 17:45:49,2.00,39,1451,2.00
U17900278201802261745463906,174548178506,2018/2/26 17:45:46,1.00,6,1491,1.00
U17A00432201802261745474490,174548177736,2018/2/26 17:45:47,1.00,6,1496,1.00
U17A01272201802261745471424,174549176356,2018/2/26 17:45:47,1.00,74,1501,1.00
