订单号,交易流水号,刷卡时间,交易金额(元),线路号,车辆编号,票价(元)
U17A00429201802261846245920,184625208707,2018/2/26 18:46:24,2.00,36,1464,2.00
U17A01243201802261846254310,184625210677,2018/2/26 18:46:25,2.00,6,1478,2.00
U17B00275201802261846257946,184626207944,2018/2/26 18:46:25,2.00,807,2432,2.00
U17C00535201802261846240045,184625209709,2018/2/26 18:46:24,1.00,11,3074,2.00
U17900712201802261846254850,184627210868,2018/2/26 18:46:25,2.00,2,2006,2.00
U17A00376201802261846278947,184627209500,2018/2/26 18:46:27,2.00,39,1443,2.00
U17B00127201802261846261706,184627207160,2018/2/26 18:46:26,2.00,38,2083,2.00
U17B00698201802261846237092,184627207756,2018/2/26 18:46:23,2.00,74,1608,2.00
U17B00857201802261846274160,184627206194,2018/2/26 18:46:27,2.00,36,1466,2.00
U17B00392201802261846274658,184628212025,2018/2/26 18:46:27,2.00,79,2044,2.00
U17B00543201802261846272430,184628211462,2018/2/26 18:46:27,1.00,75,1334,1.00
U17B00617201802261846273488,184629207945,2018/2/26 18:46:27,2.00,38,2087,2.00
U17B00776201802261846270322,184628206195,2018/2/26 18:46:27,1.00,3,767,1.00
U17900078201802261846299218,184630211633,2018/2/26 18:46:29,2.00,39,1457,2.00
U17A00813201802261846291883,184629206786,2018/2/26 18:46:29,2.00,801,2026,2.00
U17802554201802261846323505,184629208141,2018/2/26 18:46:32,2.00,59,2082,2.00
U17900734201802261846304292,184630206577,2018/2/26 18:46:30,2.00,36,1467,2.00
U17A00381201802261846301582,184631212220,2018/2/26 18:46:30,2.00,39,1445,2.00
U17B00392201802261846290400,184630209310,2018/2/26 18:46:29,2.00,79,2044,2.00
U17B00698201802261846272582,184630207161,2018/2/26 18:46:27,2.00,74,1608,2.00
U17B00853201802261846291020,184631208897,2018/2/26 18:46:29,1.00,12,1116,1.00
U17B00823201802261846305274,184632211822,2018/2/26 18:46:30,2.00,39,1435,2.00
U17C00535201802261846313340,184631209311,2018/2/26 18:46:31,2.00,11,3074,2.00
U17900195201802261846327364,184632209096,2018/2/26 18:46:32,2.00,39,1450,2.00
U17900712201802261846301374,184632209883,2018/2/26 18:46:30,2.00,2,2006,2.00
U17B00157201802261846314358,184632209501,2018/2/26 18:46:31,2.00,5,859,2.00
U17A00381201802261846332450,184634210471,2018/2/26 18:46:33,2.00,39,1445,2.00
U17B00724201802261846342552,184634212221,2018/2/26 18:46:34,2.00,44,2126,2.00
U17900078201802261846353466,184636208373,2018/2/26 18:46:35,2.00,39,1457,2.00
U17C00535201802261846350766,184636207565,2018/2/26 18:46:35,2.00,11,3074,2.00
U17B00095201802261846369556,184635210678,2018/2/26 18:46:36,2.00,51,2137,2.00
U17B00377201802261846343918,184636212026,2018/2/26 18:46:34,2.00,44,2107,2.00
U17B00617201802261846352860,184637208710,2018/2/26 18:46:35,2.00,38,2087,2.00
U17B00127201802261846357032,184637210087,2018/2/26 18:46:35,2.00,38,2083,2.00
U17B00813201802261846345646,184636208709,2018/2/26 18:46:34,1.00,80,681,1.00
U17900472201802261846400489,184638210282,2018/2/26 18:46:40,1.00,35,796,1.00
U17A00416201802261846351254,184638207760,2018/2/26 18:46:35,1.00,104,1908,1.00
U17B00440201802261846364620,184637208711,2018/2/26 18:46:36,2.00,58,1432,2.00
U17900123201802261846360078,184638207162,2018/2/26 18:46:36,1.00,10,1412,2.00
U17B00337201802261846389949,184639209502,2018/2/26 18:46:38,2.00,27,2061,2.00
U17B00535201802261846398560,184639208144,2018/2/26 18:46:39,2.00,4,1615,2.00
U17A01038201802261846392800,184641206940,2018/2/26 18:46:39,2.00,801,2025,2.00
U17B00440201802261846395753,184640208538,2018/2/26 18:46:39,2.00,58,1432,2.00
U17C00535201802261846400996,184641207762,2018/2/26 18:46:40,2.00,11,3074,2.00
U17A00176201802261846398308,184641209885,2018/2/26 18:46:39,1.00,3,772,1.00
U17B00497201802261846391256,184640209503,2018/2/26 18:46:39,2.00,38,2084,2.00
U17B00617201802261846380062,184640206399,2018/2/26 18:46:38,1.00,38,2087,2.00
U17B00770201802261846407682,184641211635,2018/2/26 18:46:40,1.00,3,774,1.00
U17A00376201802261846432966,184643206578,2018/2/26 18:46:43,2.00,39,1443,2.00
U17A00416201802261846392630,184642210089,2018/2/26 18:46:39,1.00,104,1908,1.00
U17B00413201802261846410072,184642209098,2018/2/26 18:46:41,0.50,94,2312,1.00
U17B00724201802261846421328,184642210283,2018/2/26 18:46:42,2.00,44,2126,2.00
U17A00447201802261846417236,184643206941,2018/2/26 18:46:41,2.00,39,1448,2.00
U17A00490201802261846423084,184643207566,2018/2/26 18:46:42,2.00,39,1446,2.00
U17B00377201802261846410219,184643208898,2018/2/26 18:46:41,2.00,44,2107,2.00
U17B00617201802261846428322,184643211823,2018/2/26 18:46:42,2.00,38,2087,2.00
U17B00853201802261846426848,184644210871,2018/2/26 18:46:42,1.00,12,1116,1.00
U17900123201802261846432070,184644206942,2018/2/26 18:46:43,2.00,10,1412,2.00
U17B00389201802261846434838,184644211253,2018/2/26 18:46:43,1.00,35,788,1.00
U17B00543201802261846448494,184645206787,2018/2/26 18:46:44,1.00,75,1334,1.00
U17B00497201802261846453844,184646208713,2018/2/26 18:46:45,2.00,38,2084,2.00
U17A00176201802261846442914,184646209099,2018/2/26 18:46:44,1.00,3,772,1.00
U17B00617201802261846446644,184646206579,2018/2/26 18:46:44,2.00,38,2087,2.00
U17B00377201802261846457146,184647208539,2018/2/26 18:46:45,2.00,44,2107,2.00
U17C00535201802261846482656,184648211070,2018/2/26 18:46:48,2.00,11,3074,2.00
U17A01038201802261846480226,184649210874,2018/2/26 18:46:48,2.00,801,2025,2.00
U17B00127201802261846489356,184649209714,2018/2/26 18:46:48,2.00,38,2083,2.00
U17B00341201802261846470066,184648212224,2018/2/26 18:46:47,1.00,4,1624,2.00
U17B00765201802261846483516,184650207763,2018/2/26 18:46:48,1.00,12,1113,1.00
U17900684201802261846498664,184650209888,2018/2/26 18:46:49,2.00,10,1416,2.00
U17B00337201802261846481961,184649211824,2018/2/26 18:46:48,2.00,27,2061,2.00
U17A00376201802261846525620,184652207948,2018/2/26 18:46:52,2.00,39,1443,2.00
U17B00375201802261846502070,184651212401,2018/2/26 18:46:50,1.00,13,677,1.00
U17B00389201802261846512003,184651208540,2018/2/26 18:46:51,1.00,35,788,1.00
U17900684201802261846528524,184653209889,2018/2/26 18:46:52,2.00,10,1416,2.00
U17B00248201802261846531988,184653209715,2018/2/26 18:46:53,2.00,40,1631,2.00
U17B00286201802261846527738,184654211466,2018/2/26 18:46:52,2.00,44,2109,2.00
U17B00448201802261846535530,184654208899,2018/2/26 18:46:53,2.00,4,1614,2.00
U17B00497201802261846512522,184653207167,2018/2/26 18:46:51,2.00,38,2084,2.00
U17B00553201802261846531936,184652210875,2018/2/26 18:46:53,1.00,43,1916,1.00
U17900640201802261846526048,184653208541,2018/2/26 18:46:52,2.00,10,1417,2.00
U17A00401201802261846521066,184653208374,2018/2/26 18:46:52,2.00,1,829,2.00
U17A00470201802261846546292,184654207949,2018/2/26 18:46:54,2.00,39,1455,2.00
U17B00724201802261846540042,184654209101,2018/2/26 18:46:54,2.00,44,2126,2.00
U17900658201802261846550036,184656211071,2018/2/26 18:46:55,1.00,2,2008,2.00
U17C00535201802261846559742,184656210876,2018/2/26 18:46:55,2.00,11,3074,2.00
U17900684201802261846555238,184656206944,2018/2/26 18:46:55,2.00,10,1416,2.00
U17A00447201802261846556040,184656211467,2018/2/26 18:46:55,2.00,39,1448,2.00
U17B00282201802261846564590,184656208718,2018/2/26 18:46:56,2.00,807,2434,2.00
U17B00389201802261846558439,184655209716,2018/2/26 18:46:55,1.00,35,788,1.00
U17A00416201802261846556384,184658207169,2018/2/26 18:46:55,1.00,104,1908,1.00
U17A00470201802261846586082,184658208147,2018/2/26 18:46:58,2.00,39,1455,2.00
U17B00448201802261846577132,184658208542,2018/2/26 18:46:57,2.00,4,1614,2.00
U17B00497201802261846570700,184658211828,2018/2/26 18:46:57,2.00,38,2084,2.00
U17C01040201802261846580088,184658206582,2018/2/26 18:46:58,1.00,19,3094,2.00
U17B00615201802261846587540,184659207953,2018/2/26 18:46:58,1.00,7,1351,1.00
U17A01029201802261847000009,184701210682,2018/2/26 18:47:00,0.50,74,1497,1.00
U17B00497201802261846591726,184700211640,2018/2/26 18:46:59,2.00,38,2084,2.00
U17601707201802261847008670,184701212403,2018/2/26 18:47:00,2.00,59,2092,2.00
U17B00375201802261847005444,184701210683,2018/2/26 18:47:00,1.00,13,677,1.00
U17B00396201802261847011512,184702211642,2018/2/26 18:47:01,2.00,5,850,2.00
U17B00497201802261847024722,184703208148,2018/2/26 18:47:02,2.00,38,2084,2.00
U17A00401201802261847013661,184702210091,2018/2/26 18:47:01,2.00,1,829,2.00
U17B00765201802261847015566,184703208719,2018/2/26 18:47:01,1.00,12,1113,1.00
U17A00447201802261847037390,184704209506,2018/2/26 18:47:03,2.00,39,1448,2.00
U17B00127201802261847037762,184704212405,2018/2/26 18:47:03,2.00,38,2083,2.00
U17B00282201802261847046502,184705210879,2018/2/26 18:47:04,2.00,807,2434,2.00
U17B00448201802261847042418,184705211468,2018/2/26 18:47:04,2.00,4,1614,2.00
U17C00535201802261847049148,184705211643,2018/2/26 18:47:04,2.00,11,3074,2.00
U17B00834201802261847064784,184707207362,2018/2/26 18:47:06,1.00,58,1508,1.00
U17900381201802261847050446,184707207954,2018/2/26 18:47:05,1.00,46,2288,1.00
U17900472201802261847114848,184708211072,2018/2/26 18:47:11,1.00,35,796,1.00
U17B00724201802261847085088,184708208544,2018/2/26 18:47:08,2.00,44,2126,2.00
U17A00470201802261847094854,184709211469,2018/2/26 18:47:09,2.00,39,1455,2.00
U17B00787201802261847070522,184709208545,2018/2/26 18:47:07,2.00,58,1430,2.00
U17A01041201802261847090091,184710212408,2018/2/26 18:47:09,1.00,801,2024,2.00
U17B00754201802261847090141,184709209102,2018/2/26 18:47:09,1.00,6,1493,1.00
U17A00401201802261847105162,184711212031,2018/2/26 18:47:10,2.00,1,829,2.00
U17A00447201802261847111868,184712208149,2018/2/26 18:47:11,2.00,39,1448,2.00
U17B00329201802261847116922,184712211470,2018/2/26 18:47:11,1.00,35,790,1.00
U17900099201802261847129432,184713208376,2018/2/26 18:47:12,2.00,2,2003,2.00
U17B00339201802261847120073,184714211644,2018/2/26 18:47:12,0.50,2,1328,1.00
U17B00624201802261847120076,184713208150,2018/2/26 18:47:12,0.01,69,2438,2.00
U17B00694201802261847144916,184713207170,2018/2/26 18:47:14,2.00,4,1609,2.00
U17B00834201802261847143302,184714211073,2018/2/26 18:47:14,1.00,58,1508,1.00
U17900099201802261847157692,184715211074,2018/2/26 18:47:15,2.00,2,2003,2.00
U17A00470201802261847153794,184715209718,2018/2/26 18:47:15,2.00,39,1455,2.00
U17B00503201802261847144524,184715211830,2018/2/26 18:47:14,2.00,5,858,2.00
U17B00497201802261847155116,184716208903,2018/2/26 18:47:15,2.00,38,2084,2.00
U17A00470201802261847171876,184717210881,2018/2/26 18:47:17,2.00,39,1455,2.00
U17A01029201802261847171970,184718209103,2018/2/26 18:47:17,1.00,74,1497,1.00
U17B00503201802261847170053,184718211471,2018/2/26 18:47:17,2.00,5,858,2.00
U17B00624201802261847170077,184718212227,2018/2/26 18:47:17,0.01,69,2438,2.00
U17B00732201802261847197724,184718208550,2018/2/26 18:47:19,2.00,32,2112,2.00
U17A00389201802261847197658,184719211257,2018/2/26 18:47:19,2.00,39,1447,2.00
U17B00830201802261847188776,184719210476,2018/2/26 18:47:18,1.00,57,1131,1.00
U17A00464201802261847183204,184720209322,2018/2/26 18:47:18,2.00,39,1438,2.00
U17A00470201802261847204636,184720207172,2018/2/26 18:47:20,2.00,39,1455,2.00
U17B00387201802261847182193,184719212035,2018/2/26 18:47:18,1.00,95,1238,1.00
U17B00533201802261847194256,184720210288,2018/2/26 18:47:19,1.00,35,786,1.00
U17A00014201802261847227908,184721212229,2018/2/26 18:47:22,2.00,10,1427,2.00
U17B00503201802261847211556,184722207365,2018/2/26 18:47:21,2.00,5,858,2.00
U17B00770201802261847196364,184721210096,2018/2/26 18:47:19,1.00,3,774,1.00
U17900739201802261847217071,184721208151,2018/2/26 18:47:21,2.00,6,1477,2.00
U17B00813201802261847207296,184722210882,2018/2/26 18:47:20,1.00,80,681,1.00
U17B00834201802261847228708,184722209104,2018/2/26 18:47:22,1.00,58,1508,1.00
U17900099201802261847225782,184723210686,2018/2/26 18:47:22,2.00,2,2003,2.00
U17900296201802261847229480,184723211075,2018/2/26 18:47:22,1.00,36,1484,1.00
U17A00381201802261847231824,184723211473,2018/2/26 18:47:23,2.00,39,1445,2.00
U17B00497201802261847246756,184725207955,2018/2/26 18:47:24,2.00,38,2084,2.00
U17B00770201802261847230245,184725210477,2018/2/26 18:47:23,1.00,3,774,1.00
U17900739201802261847257234,184725212038,2018/2/26 18:47:25,2.00,6,1477,2.00
U17A00470201802261847257846,184725211831,2018/2/26 18:47:25,2.00,39,1455,2.00
U17B00339201802261847244982,184726208377,2018/2/26 18:47:24,1.00,2,1328,1.00
U17A00381201802261847264818,184727209720,2018/2/26 18:47:26,2.00,39,1445,2.00
U17A01029201802261847275302,184727210099,2018/2/26 18:47:27,1.00,74,1497,1.00
U17B00282201802261847277590,184727208907,2018/2/26 18:47:27,2.00,807,2434,2.00
U17A00470201802261847285508,184728211832,2018/2/26 18:47:28,2.00,39,1455,2.00
U17B00599201802261847250079,184728212604,2018/2/26 18:47:25,1.00,27,846,2.00
U17900739201802261847303450,184730209510,2018/2/26 18:47:30,2.00,6,1477,2.00
U17B00835201802261847283900,184729212039,2018/2/26 18:47:28,2.00,37,2414,2.00
U17900192201802261847315294,184731211258,2018/2/26 18:47:31,2.00,10,1419,2.00
U17A00470201802261847309960,184730207174,2018/2/26 18:47:30,2.00,39,1455,2.00
U17A01119201802261847304458,184730206794,2018/2/26 18:47:30,2.00,1,830,2.00
U17B00595201802261847284184,184729207173,2018/2/26 18:47:28,1.00,94,2313,1.00
U17B00503201802261847315658,184731208909,2018/2/26 18:47:31,2.00,5,858,2.00
U17A00470201802261847328394,184732209323,2018/2/26 18:47:32,2.00,39,1455,2.00
U17B00735201802261847316038,184732208378,2018/2/26 18:47:31,1.00,17,1149,1.00
U17900739201802261847332327,184733206796,2018/2/26 18:47:33,2.00,6,1477,2.00
U17B00694201802261847354208,184734210688,2018/2/26 18:47:35,2.00,4,1609,2.00
U17400073201802261847340026,184735212411,2018/2/26 18:47:34,0.50,43,1913,1.00
U17900099201802261847343468,184735210689,2018/2/26 18:47:34,2.00,2,2003,2.00
U17A01029201802261847352346,184736208153,2018/2/26 18:47:35,1.00,74,1497,1.00
U17B00503201802261847353120,184735211475,2018/2/26 18:47:35,2.00,5,858,2.00
U17B00534201802261847347772,184735208552,2018/2/26 18:47:34,2.00,805,2153,2.00
U17900739201802261847360380,184736211077,2018/2/26 18:47:36,2.00,6,1477,2.00
U17A00381201802261847351354,184736212043,2018/2/26 18:47:35,2.00,39,1445,2.00
U17900192201802261847382732,184737207368,2018/2/26 18:47:38,2.00,10,1419,2.00
U17A00381201802261847392148,184740206798,2018/2/26 18:47:39,2.00,39,1445,2.00
U17B00560201802261847381962,184740209512,2018/2/26 18:47:38,2.00,60,835,2.00
U17B00357201802261847409414,184740212606,2018/2/26 18:47:40,2.00,805,2154,2.00
U17B00497201802261847393220,184740207961,2018/2/26 18:47:39,2.00,38,2084,2.00
U17B00106201802261847390308,184741206953,2018/2/26 18:47:39,1.00,75,1341,1.00
U17900099201802261847410020,184742209725,2018/2/26 18:47:41,2.00,2,2003,2.00
U17B00362201802261847401848,184742210100,2018/2/26 18:47:40,2.00,77,2018,2.00
U17900192201802261847446768,184743210293,2018/2/26 18:47:44,2.00,10,1419,2.00
U17B00339201802261847424924,184744212047,2018/2/26 18:47:42,1.00,2,1328,1.00
U17B00362201802261847421207,184744209327,2018/2/26 18:47:42,2.00,77,2018,2.00
U17B00106201802261847431560,184745211261,2018/2/26 18:47:43,1.00,75,1341,1.00
U17B00807201802261847461587,184747207578,2018/2/26 18:47:46,2.00,66,2402,2.00
U17A00381201802261847471616,184748207772,2018/2/26 18:47:47,2.00,39,1445,2.00
U17B00106201802261847456096,184747212415,2018/2/26 18:47:45,1.00,75,1341,1.00
U17B00716201802261847487468,184748210693,2018/2/26 18:47:48,1.00,70,1909,1.00
U17900099201802261847480021,184749210294,2018/2/26 18:47:48,2.00,2,2003,2.00
U17B00131201802261847499616,184750208384,2018/2/26 18:47:49,2.00,33,2090,2.00
U17900099201802261847517068,184752211265,2018/2/26 18:47:51,2.00,2,2003,2.00
U17B00716201802261847535310,184752209110,2018/2/26 18:47:53,1.00,70,1909,1.00
U17C01357201802261847514122,184752208556,2018/2/26 18:47:51,2.00,33,3105,2.00
U17B00088201802261847528958,184754209521,2018/2/26 18:47:52,1.00,74,1499,1.00
U17B00846201802261847523536,184753209330,2018/2/26 18:47:52,1.00,58,1486,1.00
U17B00267201802261847530122,184754209331,2018/2/26 18:47:53,2.00,58,1628,2.00
U17B00472201802261847530096,184754209729,2018/2/26 18:47:53,0.01,27,2062,2.00
U17B00588201802261847557088,184755211082,2018/2/26 18:47:55,2.00,807,2417,2.00
U17B00267201802261847566642,184756212801,2018/2/26 18:47:56,2.00,58,1628,2.00
U17B00106201802261847569106,184758211841,2018/2/26 18:47:56,1.00,75,1341,1.00
U17B00251201802261847587018,184758206595,2018/2/26 18:47:58,2.00,8,2056,2.00
U17900121201802261848004602,184800212616,2018/2/26 18:48:00,2.00,39,1436,2.00
U17900278201802261847581212,184800209731,2018/2/26 18:47:58,1.00,6,1491,1.00
U17900719201802261848009566,184800208159,2018/2/26 18:48:00,2.00,1,823,2.00
U17B00716201802261848010212,184801211266,2018/2/26 18:48:01,1.00,70,1909,1.00
U17A01243201802261848015574,184801207375,2018/2/26 18:48:01,2.00,6,1478,2.00
U17B00774201802261848013446,184802207579,2018/2/26 18:48:01,1.00,57,1128,1.00
U17B00836201802261848024016,184802212052,2018/2/26 18:48:02,1.00,57,1123,1.00
U17B00131201802261848015724,184801211482,2018/2/26 18:48:01,2.00,33,2090,2.00
U17B00267201802261848039046,184804210105,2018/2/26 18:48:03,2.00,58,1628,2.00
U17900519201802261848034796,184804208161,2018/2/26 18:48:03,2.00,6,1476,2.00
U17900670201802261848042364,184805206598,2018/2/26 18:48:04,2.00,36,1639,2.00
U17B00588201802261848037362,184804212617,2018/2/26 18:48:03,2.00,807,2417,2.00
U17A00484201802261848050049,184805207582,2018/2/26 18:48:05,1.00,1,2077,2.00
U17B00689201802261848044402,184806212803,2018/2/26 18:48:04,1.00,12,1110,1.00
U17B00716201802261848050522,184805209115,2018/2/26 18:48:05,1.00,70,1909,1.00
U17C01357201802261848052420,184805207968,2018/2/26 18:48:05,2.00,33,3105,2.00
U17900121201802261848044354,184805209734,2018/2/26 18:48:04,2.00,39,1436,2.00
U17B00588201802261848063760,184807212419,2018/2/26 18:48:06,2.00,807,2417,2.00
U17C01439201802261848063022,184806208920,2018/2/26 18:48:06,2.00,11,3082,2.00
U17900278201802261848057222,184807212242,2018/2/26 18:48:05,1.00,6,1491,1.00
U17B00639201802261848066775,184807208389,2018/2/26 18:48:06,2.00,44,2111,2.00
U17900121201802261848082569,184808207185,2018/2/26 18:48:08,2.00,39,1436,2.00
U17B00106201802261848057458,184807209334,2018/2/26 18:48:05,1.00,75,1341,1.00
U17B00476201802261848087116,184810209525,2018/2/26 18:48:08,1.00,75,1332,1.00
U17900519201802261848090074,184810207583,2018/2/26 18:48:09,1.00,6,1476,2.00
U17B00275201802261848104338,184811210106,2018/2/26 18:48:10,2.00,807,2432,2.00
U17B00313201802261848107814,184813208923,2018/2/26 18:48:10,2.00,38,2088,2.00
U17B00716201802261848121918,184812210696,2018/2/26 18:48:12,1.00,70,1909,1.00
U17900121201802261848129470,184812208567,2018/2/26 18:48:12,2.00,39,1436,2.00
U17A00945201802261848126438,184813211484,2018/2/26 18:48:12,1.00,46,2284,1.00
U17C01207201802261848153280,184813207377,2018/2/26 18:48:15,2.00,71,3037,2.00
U17A00495201802261848153006,184815208569,2018/2/26 18:48:15,2.00,1,827,2.00
U17B00692201802261848150087,184815207378,2018/2/26 18:48:15,0.50,35,753,1.00
U17C01207201802261848180124,184816211843,2018/2/26 18:48:18,2.00,71,3037,2.00
U17900719201802261848166208,184817209738,2018/2/26 18:48:16,2.00,1,823,2.00
U17A00945201802261848182328,184819207188,2018/2/26 18:48:18,1.00,46,2284,1.00
U17B00836201802261848190015,184818212244,2018/2/26 18:48:19,1.00,57,1123,1.00
U17900635201802261848196578,184820207586,2018/2/26 18:48:19,2.00,6,1480,2.00
U17C01207201802261848227098,184820208571,2018/2/26 18:48:22,2.00,71,3037,2.00
U17900519201802261848199297,184820208163,2018/2/26 18:48:19,2.00,6,1476,2.00
U17B00557201802261848201192,184821210489,2018/2/26 18:48:20,1.00,75,1339,1.00
U17B00716201802261848226862,184821208572,2018/2/26 18:48:22,1.00,70,1909,1.00
U17C01094201802261848204570,184821211656,2018/2/26 18:48:20,2.00,19,3095,2.00
U17900121201802261848227654,184822209118,2018/2/26 18:48:22,2.00,39,1436,2.00
U17B00476201802261848227804,184824210889,2018/2/26 18:48:22,1.00,75,1332,1.00
U17802554201802261848288620,184825207973,2018/2/26 18:48:28,2.00,59,2082,2.00
U17900519201802261848244379,184825211089,2018/2/26 18:48:24,2.00,6,1476,2.00
U17B00494201802261848278150,184826208731,2018/2/26 18:48:27,2.00,805,2155,2.00
U17B00808201802261848250762,184826209338,2018/2/26 18:48:25,1.00,80,686,1.00
U17B00836201802261848275724,184826208395,2018/2/26 18:48:27,1.00,57,1123,1.00
U17A00327201802261848286250,184828211845,2018/2/26 18:48:28,2.00,39,1453,2.00
U17A01235201802261848269065,184826208394,2018/2/26 18:48:26,1.00,37,2301,1.00
U17B00248201802261848281696,184827207778,2018/2/26 18:48:28,2.00,40,1631,2.00
U17900719201802261848280458,184829209120,2018/2/26 18:48:28,2.00,1,823,2.00
U17B00850201802261848275390,184828210891,2018/2/26 18:48:27,2.00,66,2404,2.00
U17C01207201802261848301450,184828209339,2018/2/26 18:48:30,2.00,71,3037,2.00
U17B00557201802261848280040,184829210892,2018/2/26 18:48:28,1.00,75,1339,1.00
U17B00729201802261848301350,184829207974,2018/2/26 18:48:30,1.00,12,1120,1.00
U17A00327201802261848301948,184830211091,2018/2/26 18:48:30,2.00,39,1453,2.00
U17C01207201802261848349998,184833207976,2018/2/26 18:48:34,2.00,71,3037,2.00
U17B00808201802261848334720,184834212420,2018/2/26 18:48:33,1.00,80,686,1.00
